post_id,content,images,email,location,salary,experience,phonenumber,Python,Java,JavaScript,C++,C#,PHP,Ruby,Swift,TypeScript,Go,Kotlin,Rust,Lua,Perl,SQL,HTML,CSS,R,MATLAB,Shell,Assembly,.NET,C,Intern,Fresher,Senior,Junior,Middle,Associate,Manager,Director,Principal,Lead,Nhật,Trung,Anh,Japanse,Eng,English,Web,Android,IOS,Backend,Frontend,Machine Learning,Data,Game,Embedded,Network,Computer Science,Software,Security,Robot,Cloud,AI,Nhúng,Bridge,Software,Designer,Scrum,BrSE,Tester,Comtor
1818216018604566,Job remote\nCần tuyển IT phù hợp với nội dung công việc sau đây:\nThiết kế trải nghiệm người dùng (UX)\nThiết kế giao diện người dùng (UI)\nThiết kế web đáp ứng và thích ứng\nkiến thức phát triển web\nQuản lý và hợp tác dự án\nLập kế hoạch và thiết kế trang web\nBảo trì và cập nhật trang web\n✈️Liên hệ: zalo 0969.176.256/ mail : nguyenhuynha2004@gmail.com,[],nguyenhuynha2004@gmail.com,Unknown,Unknown,Unknown,0969.176.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818216368604531,"[Mễ Trì, HN] Cần 2 Web Dev, upto 20M, 1yr+, Spring, Lavarel, SQL server, Mongo DB, Maria DB, AWS\nLiên hệ: tuyendung.dsgl@gmail.com",[],tuyendung.dsgl@gmail.com,HN,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817237872035714,"[HN] Tuyển dụng Junior Backend Developer. Làm việc thứ 2 - thứ 6. Lương + thưởng lễ, Tết + thưởng hiệu quả KD. Cơ hội phát triển nghề nghiệp tốt và nâng cao trình độ Tiếng Anh. Gói bảo hiểm linh hoạt.",[],Unknown,HN,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818209555271879,GẤP.Hà Nội-Job15\nTuyển 4 Anh chị Senior java\nsalary: 50m. OB luôn.,[],Unknown,Hà Nội,['50'],Unknown,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818208018605366,GÓC TUYỂN DỤNG:\nCÔNG TY cần tuyển dụng vị trí ACCOUNTS MANAGER ( B2B Furniture Field)\nỨng viên quan tâm xin liên hệ qua email Nhu.vu@globalhomegroup.com ( Ms. Như ) để gửi CV.\nCảm ơn mọi người đã đọc và cảm ơn Admin đã duyệt bài,[],Nhu.vu@globalhomegroup.com,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818205118605656,"AVEPOINT TUYỂN DỤNG\nAvePoint - Công ty Global về các giải pháp SaaS, đối tác chiến lược của Microsoft, với hơn 1600 nhân viên trên toàn cầu, đang mở rộng hoạt động tại Việt Nam. Vì vậy, AvePoint tích cực tìm kiếm các bạn Developer (.NET) và QA Engineer, Level Intern - Junior.\nĐịa điểm:[Hà Nội] số 3 Lê Trọng Tấn, tòa nhà Artemis\n[Đà Nẵng] Chính Kiên, Thanh Khê.\nVị trí cụ thể:\n1. Intern/Junior QA Engineer/Tester\n• Công việc\n- Hỗ trợ Senior QA Engineers và Team Lead làm kế hoạch kiểm thử và kịch bản kiểm thử\n- Kiểm thử hệ thống, tìm kiếm lỗi, và phân tích kết quả kiểm thử\n- Kiểm thử hệ thống sau khi Developer sửa lỗi\n- Quản lý và giám sát lỗi bằng hệ thống tracking\n- Hỗ trợ Senior QA Engineer/ Team Lead thực hiện kiểm thử hiệu năng hệ thống\n- Hỗ trợ Senior QA Engineers/ Team Lead làm các tài liệu và báo cáo liên quan\n• Yêu cầu\n- Tốt nghiệp đại học ngành Khoa học máy tính, Công nghệ phần mềm, Công nghệ thông tin hoặc tương đương\n- Kỹ năng giải quyết vấn đề và troubleshooting\n- Am hiểu SQL queries\n- Am hiểu về vòng đời sản phẩm phần mềm và các quy trình kiểm thử\n- Có tinh thần trách nhiệm cao, bền bỉ\n- Có khả năng làm việc độc lập và làm việc theo nhóm\n- Tiếng Anh nói và viết cơ bản\n• Quyền lợi\n- Được training bởi chuyên gia cấp tập đoàn\n- Được cấp laptop ThinkPad cấu hình cao để làm việc\n- Được sử dụng các sản phẩm của Microsoft và AvePoint miễn phí\n- Cơ hội onsite và relocate tại Singapore, Úc, châu Âu và Mỹ\n- Chế độ lương và thưởng cạnh tranh\n- Mức lương thỏa thuận: 5.000.000 – 20.000.000 VND\n- Môi trường làm việc trẻ trung năng động\n2. Intern/Junior .NET Developer\n• Công việc\n- Hỗ trợ senior developers và team lead xây dựng các tính năng theo yêu cầu nghiệp vụ.\n- Viết tài liệu design document\n- Fix bugs và xây dựng các thay đổi về tính năng theo yêu cầu\n- Giám sát code performance và hỗ trợ senior developers/ team lead tối ưu hóa performance\n- Thảo luận và làm việc nhóm cùng các thành viên khác\n• Yêu cầu\n- Tốt nghiệp đại học ngành Khoa học máy tính, Công nghệ thông tin hoặc tương đương\n- Am hiểu về lập trình hướng dối tượng và .NET (C#)\n- Sử dụng thành thục Visual Studio hoặc công nghệ Microsoft\n- Am hiểu và có khả năng viết SQL queries\n- Am hiểu về HTML5, CSS3, JavaScript\n- Có tinh thần trách nhiệm, bền bỉ\n- Có thể làm việc độc lập và làm việc theo nhóm\n- Tiếng Anh nói và viết cơ bản\n• Quyền lợi\n- Được training bởi chuyên gia cấp tập đoàn\n- Được cấp laptop ThinkPad cấu hình cao để làm việc\n- Được sử dụng các sản phẩm của Microsoft và AvePoint miễn phí\n- Cơ hội onsite và relocate tại Singapore, Úc, châu Âu và Mỹ\n- Chế độ lương và thưởng cạnh tranh\n- Mức lương thỏa thuận: 10.000.000 – 25.000.000 VND\n- Môi trường làm việc trẻ trung năng động.\nVui lòng contact Facebook để biết thêm chi tiết.\nNote: CV ứng tuyển xin gửi về email: Nick.Tran@avepoint.com (chỉ nhận CV bằng tiếng anh)",[],Nick.Tran@avepoint.com,Thanh Khê,"['5.000', '10.000']",Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1817596008666567,"🔥LG Electronics Việt Nam Hải Phòng tuyển dụng IT các vị trí:\n1. Developer - MES support\n2. IT Infrastructure (Network/Server system)\n3. IT Helpdesk/Network\n4. Security\n👉 Chế độ đãi ngộ hấp dẫn, cạnh tranh\n👉 Môi trường làm việc năng động\n🔥 Gửi CV ứng tuyển ngay:\n📩 Email: tuyendung@lge.com\n🌐 Website: tuyendunglge.com.vn",[],tuyendung@lge.com,Hải Phòng,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1817593835333451,"TUYỂN DỤNG LẬP TRÌNH VIÊN HỆ THỐNG ERP\nĐịa điểm làm việc: quận 7 TPHCM\nMô tả công việc:\n- Viết chương trình hệ thống ERP.\n- Cài đặt hệ thống ERP, quản trị mạng, bảo trì máy tính.\n- Tất cả các kỹ năng về hệ thống ERP sẽ được đào tạo khi vào làm việc.\nYêu cầu công việc:\n1. Tốt nghiệp ngành liên quan đến công nghệ thông tin.\n2. Yêu thích công việc viết chương trình và thiết kế hệ thống.\n3. Có khái niệm logic cơ bản về lập trình.\n4. Ưu tiên ứng viên có 3 kỹ năng dưới đây, nếu không có thì sẽ được đào tạo sau khi được nhận vào làm việc:\nA. Hiểu và sử dụng thành thạo Hệ quản trị CSDL SQL Server.\nB. Có nền tảng về các ngôn ngữ lập trình.\nC. Có kiến thức hoặc đã sử dụng qua hệ thống ERP.\n5. Ưu tiên cho ứng viên có khả năng giao tiếp bằng tiếng Trung (nghe - nói - đọc - viết)\nThời gian làm việc từ thứ 2 đến thứ 6\nSáng: 8h30-12h00\nChiều: 13h30-18h00\nMức lương: từ 10.000.000 VND trở lên (tùy theo năng lực của ứng viên)\nThời gian thử việc: 2 tháng\nQuyền lợi:\n- Một tuần làm việc 5 ngày (Nghỉ thứ 7 và chủ nhật)\n- Thưởng tháng lương thứ 13, Lễ, Tết và Sinh nhật theo quy chế của công ty.\n- Có chế độ nghỉ phép, du lịch hàng năm.\n- Đóng các loại bảo hiểm theo quy định của Công ty và pháp luật Nhà nước\nThông tin nhận CV tuyển dụng:\nTên người liên hệ: Ms Phương\nĐiện thoại công ty: 028-73070788 EXT: 116\nMail: cathy_vn@digiwin.com\nĐịa chỉ công ty: Tầng 12A, tòa nhà Golden King, 15 Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TP.HCM",[],cathy_vn@digiwin.com,HCM,"['8', '13', '2', '028', '116']",Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818181881941313,"Chào cả nhà! Nay mình có 01 job IT xịn xò cho các bạn IT đây! GẤP xíu xíu!\nIT Asistant Manager (IT Helpdesk) - làm việc ở Bắc Ninh.\nLương: 40 - 50tr (thỏa thuận khi pv)\nTốt nghiệp đại học trở lên nghành CNTT\nÍt nhất 5 năm kinh nghiệm trở lên ở vị trí quản lý tại những công ty sản xuất có sử dụng RPA\nNgoại ngữ: tiếng Anh tốt, lưu loát\nChính sách và phúc lợi:\nWorking time: Mondays to Fridays – 8am to 5pm\nBonus: 4 months of salary & up per year\nShuttle bus from Hanoi center to Bac Ninh\nAdvance healthcare package for employee & family\nCompany trip, Year end party & other team activities\nLiên hệ: Ms. Chi để trao đổi và gửi CV qua messenger hoặc zalo 0909144134",[],Unknown,Bắc Ninh,"['40', '4']",5,0909144134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817601731999328,"📌Minh Khai - HBT - HN\nCông ty mình cần tuyển 1 bạn kỹ thuật\nLương khởi điểm 7-9tr\nƯu tiên có kinh nghiệm, tốt nghiệp ngành học về kỹ thuật IT\nCông việc: Test, cài đặt, lắp đặt, bảo trì máy tính\n5 bạn nvkd mảng CNTT ( đã có kinh nghiệm) lương upto 20tr/tháng\nLiên hệ: 0982524422 - Zalo hoặc ib trực tiếp",[],Unknown,HN,['0982524422'],Unknown,0982524422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816631395429695,"[HCM] Tuyển dụng - Backend Developer KN 3+ năm\n📌Yêu cầu:\n- Từ 3 năm kinh nghiệm trở lên làm Backend Developer một trong các ngôn ngữ Nodejs hoặc .Net core.\n- Có kiến thức về các database: PostgreSQL, MySQL, MongoDB\n- Có hiểu biết và sử dụng Redis, message queue, socket, firebase là một lợi thế\n- Quen thuộc với docker, linux, Restful API, microservice là một lợi thế\n- Có khả năng đưa ra giải pháp và học hỏi nhanh\n- Hiểu và nắm được các tiêu chuẩn Bảo mật và API\n- Hiểu toàn bộ quy trình phát triển phần mềm, các mô hình phát triển phần mềm, quy trình quản lý dự án phần mềm theo Agile/Scrum\n✨✨Anh/Chị đang open job đừng ngại cmt hoặc ib em gửi JD chi tiết ạ 🥰",[],Unknown,HCM,Unknown,3,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1816645948761573,"[HCM] Tuyển dụng - Backend Developer KN 3+ năm\n📌Yêu cầu:\n- Từ 3 năm kinh nghiệm trở lên làm Backend Developer một trong các ngôn ngữ Nodejs hoặc .Net core.\n- Có kiến thức về các database: PostgreSQL, MySQL, MongoDB\n- Có hiểu biết và sử dụng Redis, message queue, socket, firebase là một lợi thế\n- Quen thuộc với docker, linux, Restful API, microservice là một lợi thế\n- Có khả năng đưa ra giải pháp và học hỏi nhanh\n- Hiểu và nắm được các tiêu chuẩn Bảo mật và API\n- Hiểu toàn bộ quy trình phát triển phần mềm, các mô hình phát triển phần mềm, quy trình quản lý dự án phần mềm theo Agile/Scrum\n✨✨Anh/Chị đang open job đừng ngại cmt hoặc ib em gửi JD chi tiết ạ 🥰",[],Unknown,HCM,Unknown,3,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1818162625276572,"[Liễu Giai-HN] Cần gấp Senior Android Kotlin từ 5 năm KN trở lên, k yêu cầu TA, thử việc full lương, offer up to 40M, onboard ASAP",[],Unknown,HN,['40'],5,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818153371944164,[VĂN PHÚ- HÀ ĐÔNG]\nTUYỂN DỤNG 01 UNITY DEV KINH NGHIỆM TỪ 02 NĂM\nLƯƠNG: 15-25TR+PHỤ CẤP 😍😍😍😍😍😍😍😍😍😍,[],Unknown,Hà Đông,['15'],02,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818148631944638,"TUYỂN DỤNG SENIOR JAVA (J2EE) \n\nTối thiểu 4 năm kinh nghiệm\nThành thạo Java, J2EE, Spring, Hibernate,...\nCó kinh nghiệm về web services, RESTful API, Web services, API Gateway, v.v.\nSQL: kiến thức về PostgreSQL sẽ là một lợi thế\nNoSQL: MongoDB, Redis\nCloud Technology: AWS\nCó kinh nghiệm với các version control systems như Git hoặc SVN\nCó kinh nghiệm sử dụng các công cụ CI/CD như Jenkins hay Maven\nThành thạo tiếng Anh cả nói và viết\n\n👜 Địa điểm: HCM & Hybrid",[],Unknown,HCM,Unknown,4,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809898236103011,"#HCM #Japanese\n1. Senior Business Analyst (Japanese N2) | 3y | Upto $3,400 USD\n2. Business Analyst (Japanese N2) | 2y | Upto $2,500 USD\n3. BrSE/Bridge Software Engineer | 3y | $1,500 - $2,500 USD\n4. BrSE (Japanese) | 2y | 25 - 35 Triệu VND\n5. Angular/AngularJS Developer (Japanese) | 1y | 13 - 23 Triệu VND\n6. Project Manager (Japanese) | 3y | 45 - 60 Triệu VND\n------------------\nIb e gửi thông tin chi tiết nhé ạ\nZalo / Telegram: 0564088816 Ms.Vie",[],Unknown,HCM,['0564088816'],Unknown,0564088816 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
