post_id,content,images
2860838704083090,"#FSOFTCareers SIGNING BONUS HẤP DẪN DÀNH CHO TESTER TẠI IVS.DN LÊN ĐẾN 40M CHO UV TỪ 2 NĂM KINH NGHIỆM - NGOẠI NGỮ TỐT
- Nhận ngay thưởng signing bonus lên đến 40M cùng thu nhập xứng tầm năng lực
- Cơ hội onsite và làm việc trực tiếp với các đồng nghiệp tài năng trên toàn cầu
- Gói hỗ trợ chuyển vùng lên đến 100 triệu đồng cho ứng viên từ Hà Nội/Hồ Chí Minh chuyển về Đà Nẵng
- Trải nghiệm dự án không chỉ phần mềm trên điện thoại, máy tính, tại IVS chúng tôi đảm bảo chất lượng cho các thiết bị cảm biến trên ô tô, dẫn đường… để đảm bảo an toàn cho người dùng
- Có cơ hội level up về kỹ năng management, kỹ năng quản lý
- Phúc lợi toàn diện cho nhân viên và người thân: Chính sách hỗ trợ mua nhà, ưu đãi học phí cho con em tại FPT Schools, FPT Care chăm sóc sức khỏe
Ứng tuyển ngay nếu bạn:
✅Có từ 2 năm kinh nghiệm làm việc kiểm thử phần mềm
✅Giao tiếp tốt một trong các ngoại ngữ: Tiếng Anh, Tiếng Nhật, Tiếng Hàn để tham gia nhiều dự án quốc tế.
Cơ hội phát triển sự nghiệp rộng mở hơn bao giờ hết, gia nhập cùng FPT Software tại Đà Nẵng ngay hôm nay bằng cách gửi CV về email NganLTQ@fpt.com",[]
,"Bạch Cốt Tinh đùa giỡn Tôn Ngộ Không lần 1.
-----
Tây Du Tuệ Kẻ
#taydutueke
-------
Xưởng Truyện Việt-Nơi các bạn có thể đọc truyện của người Việt trẻ vẽ:
https://www.facebook.com/groups/xuongtruyentranh",[]
2860834360750191,"FPT Software Đà Nẵng cần tuyển 10 fresher java, y/c ngoại ngữ tiếng Nhật tối thiểu N5
💌:Tramltt2@fpt.com",[]
,"7 phần bất lực, 93 phần nuông chiều💓",[]
2860802614086699,"Fsoft 3 miền đang tuyển các jobs sau
Ib Phụng nhận thông tin nhé ạ
---
#fsoft #danang #hue #quynhon #hanoi #hcmc",[]
,Thiên thần sân cỏ 🥰🥰🥰,[]
2860823784084582,"R500 - RIKKEISOFT CẦN TUYỂN 50 NHÂN SỰ TRONG THÁNG 3 NÀY 🔥🔥🔥
✔ Môi trường làm việc đa dạng (làm với KH Global và Nhật)
✔ 13 tháng lương + thưởng dự án hàng tháng
✔ Checkpoint 2 lần/ 1 năm
✔ Thưởng tết, thưởng ngày lễ, thưởng giới thiệu nhân sự,...
✔ Hỗ trợ chi phí cho nhân viên thi các chứng chỉ + thưởng nóng khi có chứng chỉ
✔ Kiểm tra sức khỏe hàng năm + bảo hiểm sức khỏe cao cấp
✔ PV 1 vòng, không thử việc, offer cạnh tranh
👉 IB mình để trao đổi thêm thông tin chi tiết nhé. Sẵn sàng tư vấn 24/7 qua fb or skype: Dieu Hien HR 💖💖💖",[]
,"Con đường là do bản thân lựa chọn .
Dù có chông gai cũng phải đi cho hết !",[]
2860789194088041,"[Đà Nẵng] Glory Tuyển dụng Scrum Master ~ 1 năm KN
Tiếng Anh tốt, offer hấp dẫn
IB để nhận JD hoặc gửi CV về mail: uyen.ltt@3si.vn",[]
,[Hot search Weibo] Concert của IU hiện đang là chủ đề tìm kiếm nóng của cư dân mạng và người hâm mộ.💞,[]
2860819090751718,Tìm kiếm Fresher - Junior C/C++ Developer có từ 6 tháng - 1 năm kn dự án thực tế. Ib Ly gửi JD chi tiết mọi người nha!,[]
,"Trai tinh tế không lo bị ế
-.. ..- .. / . -- / .- -.-- / -.- .. .-
Twitter/X: @maton_3110
Series: Blue Archive
Bài đăng đã có sự cho phép, không nên reup, không sử dụng vào mục đích thương mại",[]
2858783550955272,"Thách thức bản thân với vị trí 
PHP/ Java/ Tester/ ReactJS  🤤🤤
trong đội ngũ IT nhà CMC nào!!! 
Lương hấp dẫn, cùng vô vàn benefit xịn
+14 tháng lương + 16M tiền thưởng cố định hằng năm + bonus dự án + 2 tháng thử việc full lương 🤑🤑🤑🤑",[]
,Sống thì phải có kỷ luật và đặt mục tiêu cho bản thân ♥️,[]
2860787580754869,"[Fulltime remote, có BHXH] Em cần Nodejs Developer từ 8 năm kinh nghiệm, tiếng Anh fluent cho offer max 70M gross 💡 Ib em gửi JD",[]
,"Đọc fic xong thấy độ sến anh Gủ trong fic không bằng độ sến của ảnh ngoài đời 😔
Là do chúng ta không nghĩ ra được ảnh sẽ nói tới cái gì :( ví dụ như ""tiền tài danh vọng tớ đều sẽ cho cậu""",[]
2854758284691132,"[Sơn Trà, ĐN] Tìm Fullstack Symfony Developer từ 3-5 năm kinh nghiệm, có KN với Vuejs. Tiếng Anh tốt cho offer up to 98 🍠",[]
,"Mình thích cảm giác đi lang thang một mình vào buổi tối .
Không ai nhìn rõ mình , còn mình có thể nhìn thấu bản thân !",[]
2860774447422849,"GLORY SOFTWARE VIETNAM TUYỂN DỤNG FRESHER NESTJS/NODEJS 🤩🤩🤩
Nếu các bạn đang băn khoăn tìm kiếm một môi trường năng động thoải mái và học hỏi được nhiều điều để nâng cao kỹ năng để có thể trang bị thêm nhiều kinh nghiệm khi vừa ra trường thì đừng bỏ qua đợt tuyển dụng Fresher/Junior của Công Ty GLORY SOFTWARE VIETNAM nhé!
Các bạn quan tâm đến vị trí Fresher/Junior hãy đọc qua các chính sách chế độ và điền thông tin đăng ký vào form bên dưới nhé 👇👇👇
https://docs.google.com/forms/d/e/1FAIpQLScIlMUihyyuoABzTTE1JVu6tHFUiY0VurZVZDZPMSLpbgXqnA/viewform?usp=pp_url
Còn chần chờ gì nữa, đăng ký ngay thôi nào 🤩
Lưu ý: Bên mình chỉ nhận các bạn đã ra trường hoặc sinh viên có thể làm full time từ thứ 2 đến thứ 6 nhé!
Nếu có thắc mắc hoặc cần hỗ trợ thì đừng ngần ngại liên hệ ngay với HR thân thiện nhé!
-----------------
Email: uyen.ltt@3si.vn
Zalo: 0386052315",[]
,Thời tiết mà tôi thích:,[]
2860363647463929,"🔥 EST ROUGE ĐÀ NẴNG TUYỂN DỤNG LEVEL TỪ FRESHER 🔥
Ứng viên ơi, hãy xắn tay áo lên và update một chiếc CV thật xịn xò để bắt lấy cơ hội ""làm mới mình"" nha🔥
=======
List job đang open, yêu cầu từ 2-3 năm kn trở lên:
🍀 𝟐𝟎 𝐀𝐞𝐫𝐨𝐬𝐩𝐚𝐜𝐞 - 𝐈𝐎𝐓 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫 (𝐀𝐥𝐥 𝐥𝐞𝐯𝐞𝐥𝐬 - 𝐅𝐫𝐞𝐬𝐡𝐞𝐫, 𝐉𝐮𝐧𝐢𝐨𝐫 𝐬𝐞̃ đ𝐮̛𝐨̛̣𝐜 đ𝐚̀𝐨 𝐭𝐚̣𝐨)
🍀 𝟎𝟐 𝐀𝐈 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐬 (𝐉𝐮𝐧𝐢𝐨𝐫 𝐮𝐩)
🍀 𝟎𝟐 𝐑&𝐃 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐬 (𝐉𝐮𝐧𝐢𝐨𝐫 𝐮𝐩)
🍀 𝟎𝟐 𝐃𝐚𝐭𝐚 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐬 (𝐉𝐮𝐧𝐢𝐨𝐫 𝐮𝐩)
🍀 𝟎𝟏 𝐏𝐎/𝐏𝐌 (𝐌𝐢𝐝𝐝𝐥𝐞 𝐮𝐩)
🍀 𝟎𝟏 𝐈𝐓 𝐂𝐨𝐦𝐦𝐮𝐧𝐢𝐜𝐚𝐭𝐨𝐫𝐬 (𝐍𝟐)
🍀 𝟎𝟑 𝐁𝐚𝐜𝐤𝐞𝐧𝐝 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐬 (𝐌𝐢𝐝𝐝𝐥𝐞-𝐮𝐩)
🍀 𝟎𝟐 𝐌𝐚𝐧𝐮𝐚𝐥 𝐓𝐞𝐬𝐭𝐞𝐫𝐬 (𝐌𝐢𝐝𝐝𝐥𝐞-𝐮𝐩)
🍀 𝟎𝟏 𝐓𝐞𝐬𝐭 𝐋𝐞𝐚𝐝𝐞𝐫 (𝐌𝐢𝐝𝐝𝐥𝐞-𝐮𝐩)
-------
𝐄𝐬𝐭 𝐫𝐨𝐮𝐠𝐞 có gì?
- Không gian và thời gian làm việc thân thiện, linh hoạt và cởi mở, nơi bạn có thể giải toả căng thẳng với sân chơi billiards và nhiều tiện ích khác
- Gói bảo hiểm ER CARE dành riêng cho nhân viên ER
- Mindfulness workshop/class
- Open Talk sharings; Company parties;..
- Review lương 2 lần/năm
- 12 ngày nghỉ phép có lương
- Thưởng cuối năm
- Gói Personalized Benefit trao quyền member tự thiết kế phúc lợi theo nhu cầu và mục đích cá nhân
-------
Dự án Mỹ, Nhật về nườm nượp, thêm dự án build sản phẩm độc quyền với nhiều lĩnh vực mới lạ (hàng không vũ trụ, v.v) đang chờ các bạn về chung tay phát triển.
🔥 𝐋𝐢𝐞̂𝐧 𝐡𝐞̣̂ 𝐇𝐚́𝐜 𝐑𝐨̛̀:
- Email: ngochtb@tech.est-rouge.com
- Skype: Ngochtb.18
- Inbox",[]
,"Ngại quá à
Cre: Tí đù",[]
2858934877606806,"[R500 – RIKKEISOFT HIRING] RIKKEISOFT CỦA TƯƠNG LAI
Với mục tiêu 500 NHÂN SỰ vào cuối năm 2024, hướng đến mở rộng toàn Rikkei miền Trung, Rikkeisoft đã và đang đẩy mạnh quá trình tuyển dụng những vị trí hấp dẫn đến các ứng viên tiềm năng ở mọi khu vực.
Ngay trong tháng 3 này Rikkei cần hơn 50 NHÂN SỰ ở mọi vị trí và mọi level (Junior – Middle – Senior) ở cả thị trường Nhật và Global.
Cùng tham khảo các vị trí tuyển dụng của Rikkeisoft Đà Nẵng và Huế ngay bên dưới nhé.
Đừng quên follow Fanpage hoặc truy cập website: https://tuyendung.rikkeisoft.com/ để cập nhật các thông tin tuyển dụng mới nhất.
THÔNG TIN LIÊN HỆ:
• Mail: tuyendung.dn@rikkeisoft.com
• Hotline: 0236 396 2685
𝗥𝗜𝗞𝗞𝗘𝗜𝗦𝗢𝗙𝗧 𝗖𝗘𝗡𝗧𝗥𝗔𝗟 𝗥𝗘𝗚𝗜𝗢𝗡 - 𝗩𝗜𝗘𝗧𝗡𝗔𝗠
𝗥𝗶𝗸𝗸𝗲𝗶𝘀𝗼𝗳𝘁 𝗗𝗮𝗻𝗮𝗻𝗴: 7F & 11F, Vietnam News Agency Bldg., 81 Quang Trung St., Danang City
𝗥𝗶𝗸𝗸𝗲𝗶𝘀𝗼𝗳𝘁 𝗛𝘂𝗲: 5F, The Manor Crown Bldg., 62 To Huu St., Hue City
👉Ib mình để biết thêm thông tin về job nhé👈",[]
,Tuyệt vời🥰🥰,[]
2854035548096739,"🌟RIKKEISOFT ĐÀ NẴNG🌟
Chiêu mộ 05 PHP & 05 JAVA DEVELOPER. Từ 1 năm kinh nghiệm trở lên.
Inbox mình nhận JD!",[]
,"Mỗi lần như này là lại hoài niệm quá khứ quá các bác ạ 🥺
#ĐặngGiaiHâm #邓佳鑫 #DengJiaXin #DJX #BubbleBoyDJX",[]
2856626124504348,"🔥 MỤC TIÊU R500 - ĐỢT TUYỂN DEV SỐ LƯỢNG LỚN TRONG NĂM 2024 TẠI RIKKEISOFT ĐÀ NẴNG 🔥

08 PHP Dev (Junior-Middle)
Từ 1 năm kinh nghiệm trở lên làm PHP.
Không yêu cầu ngoại ngữ.
10 Java/ VueJS Dev (Junior-Middle)
Từ 1 năm kinh nghiệm trở lên làm Java/ VueJS.
Không yêu cầu ngoại ngữ.

👉 Gửi CV về Email: nganltk@rikkeisoft.com
👉 Tiêu Đề: Họ Tên - Vị trí ứng tuyển",[]
,"💥Thật tuyệt vời 💖🥰😍
Nghệ thuật điêu khắc gỗ Công Giáo.",[]
2860787387421555,"#QCQC #TESTER #HIRING 
Chào mọi người team mình đang cần tuyển 1 bạn QA/QC.
Vị trí: QA/QC Full-time
Địa điểm làm việc: 74 Đ. Đỗ Pháp Thuận, Hoà Cường Bắc, Hải Châu, Đà Nẵng
YÊU CẦU CÔNG VIỆC:
Kinh nghiệm: Ít nhất 2 năm kinh nghiệm trong lĩnh vực kiểm thử phần mềm.
Kỹ năng: Có tư duy phân tích và giải quyết vấn đề tốt, khả năng làm việc độc lập và trong môi trường nhóm, có kinh nghiệm làm việc với blockchain là 1 điểm cộng
Tính cách: Năng động, linh hoạt và có khả năng thích ứng với môi trường làm việc nhanh chóng.
CHÚNG TÔI CUNG CẤP:
Môi trường làm việc: Cơ hội được training và làm việc trên các dự án blockchain hàng đầu, trong một môi trường làm việc chuyên nghiệp và thân thiện.
Phát triển bản thân: Cơ hội nâng cao kỹ năng chuyên môn thông qua các dự án và được training, có cơ hội gia tăng thu nhập thụ động
Mức lương: Theo năng lực, tối thiểu ở mức 18tr
JD-CV hoặc cần giải đáp thắc mắc vui lòng inbox, cảm ơn mọi người.",[]
,Anh em Đồng Nai chắc không xa lạ con đường này 🤣,[]
2859514027548891,"#REMOTE #HYBRID
🔥 Sign-on Bonus upto 20.000.000 🔥
🚫 Đây không phải là 2nd job
Tất cả các job đều yêu cầu tiếng anh giao tiếp được với client
Các job REMOTE full-time:
Domain: e-commerce, payment
Client: Dubai
Liên hệ:
Skype: live:ptkl158
FB/LinkedIn: Linh Phan
Địa chỉ văn phòng ĐN: 36 Trần Quốc Toản, Đà Nẵng
-------------------
#REMOTE #HYBRID #JAVA #PHP #MANUALQC #FRONTEND #PYTHON #DEVOPS",[]
,"Đáng êu hong???
Cre: @mingan_hito1",[]
2856653477834946,"️📣TOMOSIA TUYỂN DỤNG📣
⭐️01 IT Comtor (N2, middle) - Danang (https://tomosia.com.vn/tuyen-dung/it-comtor/)
⭐️01 Project Manager (N2) - Danang (https://tomosia.com.vn/tuyen-dung/project-manager/)
🎯Điểm qua một vài phúc lợi:
🌱 Thưởng tháng 13, thưởng doanh thu, thưởng thâm niên, thưởng của khách hàng...
🌱 Review lương 2 lần/năm
🌱 Nghỉ mát hàng năm, teambuilding, liên hoan theo quý, tuần
🌱 Thoải mái sử dụng cà phê, trà, hoa quả, bánh kẹo… hàng ngày
🌱 Quỹ 12 ngày nghỉ phép và 12 ngày work from home
🌱 Flexible thời gian check in từ 8h00 - 9h00
🌱 Cấp máy móc làm việc xịn sò
🌱 Môi trường văn minh, trẻ trung
🌱 Lộ trình career path rõ ràng cho từng vị trí. Công ty khuyến khích và tạo điều kiện cho nhân viên học hỏi và phát triển bản thân
⏳ Thời gian làm việc: Từ 8h00 - 17h00 từ thứ Hai - thứ Sáu (nghỉ thứ Bảy và Chủ nhật)
📍 Địa điểm làm việc: Tầng 5 toà nhà Lighthouse số 192 Xô Viết Nghệ Tĩnh, Hải Châu, ĐN
--------------
JOIN OUR TEAM:
📩 Email: recruit@tomosia.com
🎯 Website: https://tomosia.com.vn/
🎪 Linkedin: https://www.linkedin.com/company/tomosiavietnam/
📌 TikTok: https://vt.tiktok.com/ZSdwyuoT4/",[]
,"240503 - T-hind S5E7 Thumbnail
Nhìn ngông ác =))))))))
@t1.fan",[]
2860370204129940,"LG ĐÀ NẴNG CHIÊU MỘ NHÂN TÀI IT
☀️ Sở hữu mức lương $550 - $2,500 từ 01 năm kinh nghiệm
💪 LG Đà Nẵng mở ra ngàn cơ hội việc làm hấp dẫn cho nhân viên IT trên hành trình chinh phục sự nghiệp thành công.
✍️ Đến với LG, bạn sẽ được trải nghiệm môi trường chuyên nghiệp, tiếp cận công nghệ hàng đầu thế giới và đặc biệt thăng tiến sự nghiệp tại thành phố Đà Nẵng hiện đại và đáng sống nhất Việt Nam. Hãy cùng LG xây dựng tương lai tươi sáng và đón đầu các cơ hội việc làm không giới hạn:
💥 CHẾ ĐỘ ĐÃI NGỘ ĐỘC QUYỀN:
- Hỗ trợ CHI PHÍ chuyển vùng lên đến 20 TRIỆU cho những ứng viên chuyển đến Đà Nẵng từ HN/HCM/Huế/Quy Nhơn.
- Lương tháng 13
- Thưởng hiệu quả làm việc (STI) lên đến 03 tháng lương/năm
- Chăm sóc sức khỏe toàn diện bằng gói bảo hiểm cao cấp PVI Premium Healthcare.
- 20 ngày nghỉ hưởng lương hàng năm.
💥 Không chỉ có quyền lợi siêu ưu ái, LG còn là nơi mang đến cho bạn một môi trường làm việc lý tưởng, mở ra vô vàn cơ hội mới:
- Coffee sáng free
- Các hoạt động du lịch, team building và chơi thể thao nâng cao sức khỏe.
- Cơ hội làm việc on-site tại Châu Âu, Châu Á giúp phát triển năng lực, khám phá bản thân.
- Làm việc tại môi trường quốc tế cùng các chuyên gia đỉnh cao trong lĩnh vực Automotive, tha hồ học hỏi, tích lũy kinh nghiệm
👉 Job xịn trao tay - nhận ngay lương khủng, ngại gì mà không apply nào bạn ơi.
👉 Apply now: hong1.nguyen@lgepartner.com",[]
,"[Faker’s stream]
:Tui thực sự ghét đến trường lắm nhưng tui lại là giáo viên
🐧 aigoo……",[]
2856039074563053,"BỘ PHẬN GLOBAL RIKKEISOFT OPEN RẤT NHIỀU VỊ TRÍ TỪ INTERN -> SENIOR. MỌI NGƯỜI THAM KHẢO QUA LIST JOB BÊN DƯỚI NHÉ 👇👇👇
📍 Intern Developer 
 Link thông tin và đăng kí tại đây: https://sites.google.com/view/rikkeifresherprogram2024/trang-ch%E1%BB%A7
📍 React Native Developers (Middle/Senior)
Từ 3 năm kinh nghiệm
Tiếng Anh khá
📍 Fullstack Developers (Middle/Senior)
Từ 4 năm kinh nghiệm làm việc PHP
Tiếng Anh khá
📍 .NET (Middle/ Senior)
Từ 4 năm kinh nghiệm
Tiếng Anh khá
📍 Java Developers (Middle/Senior)
Từ 4 năm kinh nghiệm làm việc Java
Tiếng Anh khá
📍 Tester (Senior)
Từ 5 năm kinh nghiệm
Tiếng anh giao tiếp tốt
📍 Business Analyst (Senior)
Từ 5 năm kinh nghiệm
Tiếng anh giao tiếp tốt

💖 100% lương thử việc, offer cạnh tranh, thưởng hiệu suất hàng tháng, cơ hội onsite Nhật Bản hoặc Mỹ, chỉ 1 vòng phỏng vấn duy nhất
-----------------------------------------------------------------------
Đừng ngại Ib mình trao đổi thêm thông tin nhé 🌻
Skype: Dieu Hien HR",[]
,Chiếc bánh dành riêng cho mấy đứa OCD 😀😄,[]
2857438734423087,"Rikkeisoft DN open 10 slot PHP/Java từ 1,5 năm kinh nghiệm
Ping mình nhé 💖",[]
,Đặt đúng vị trí bạn sẽ toả sáng!,[]
2857712567729037,"🔥🔥🔥 VỚI MỤC TIÊU R500, ĐẠT 500 NHÂN SỰ CUỐI NĂM 2024, HƯỚNG ĐẾN RIKKEI TOÀN MIỀN TRUNG, Rikkeisoft open loạt vị trí đáp ứng cho sự tăng trưởng vượt bật của chi nhánh cũng như nhu cầu nguồn lực cho dự án.
🔥🔥🔥Phát triển mạnh mẽ ở cả hai thị trường Nhật và Global, đa dạng Khách hàng đến từ Mỹ, Úc, Sing, Malay...
🌈🌈🌈 Và, NGAY TRONG THÁNG 3 NÀY RIKKEI CẦN HƠN 50 NHÂN SỰ ở nhiều vị trí, tham gia các cơ hội dự án mới, cùng Rikkei phát triển, bức tốc mạnh mẽ trong các mục tiêu mới
👇👇 Đa dạng vị trí, đa dạng thị trường, open cho tất cả level, nắm bắt cơ hội onsite tại Nhật, Mỹ, Thái....một trong các chi nhánh Rikkeisoft. Nhanh tay tham khảo và ghi đâu mình trên hành trình Rikkeisoft nhé 😀😀
⚡️⚡️Inbox mình trao đổi thông tin chi tiết
Mail: hott@rikkeisoft.com
Skype: hotran.cfl",[]
,"Spoil kiểu này chịu sao nỗi 😆
———
Cre: fploveclub
#ThebeginningofLoveSeaXFortPeat
#BabyFeat #FortPeat #FortPeatInMyHeart",[]
2860019217498372,"Mình cần Xây Đội DEV lập trình back-end , chuyên về website và Blockchain , lương 15tr-30tr chưa tính hoa hồng, LV Đà Nẵng",[]
,"Nghệ thuật điêu khắc gỗ công giáo
Quá tuyệt vời",[]
2860258800807747,"Xin chào cả nhà ạ. Green Technology.STC mở rộng thị trường, mở thêm Văn phòng ở thị trường Campuchia cần tuyển dụng 02 ứng viên cho vị trí: Data Analyst Middle/ Senior mức lương và chế độ hấp dẫn bên dưới.
Anh/Chị có thể làm việc ở Campuchia, vui lòng apply hoặc giới thiệu giúp ứng viên cho mình với nha.
Mỗi tháng được off 6 ngày liên tục để về Việt Nam thăm nhà ạ",[]
,"[04.02.2024] Nhạc hội năm 2024 - Đồng Vũ Khôn
《 BLOOMING - Phố Vũ Thiếu Niên 》
#tffamily
#TF家族
#TF家族童禹坤YK
#TongYukun
#童禹坤
Cre: Pain Killer 童禹坤",[]
2860460874120873,"Ứng viên N1 về Fsoft-Sự nghiệp thênh thang, rất nhiều job BA, BrSE, Comtor, cơ hội làm việc trực tiếp với người Nhật trong dự án full-life cycle
Làm tại VN- hưởng lương chuẩn Nhật 💴",[]
,Muốn yêu thì phải biết chiều 🫶,[]
2860758074091153,"🥲 Gửi CV hôm nay cũng được, không cần ngày mai. RESDII đang tuyển dụng các vị trí:
Flutter Developer (2 yoe)
Blockchain Developer (fresher/junior+)
--
📬 Thông tin liên hệ:
Địa điểm làm việc: Tầng 6, 168 Xô Viết Nghệ Tĩnh, Đà Nẵng
Thời gian làm việc: T2-T6, 8:00 - 17:30, nghỉ trưa tiếng rưỡi
Môi trường làm việc: trẻ trung, năng động, nhiều clb thể thao và hoạt động nội bộ
Dự án: Hệ sinh thái VARs Connect - ứng dụng proptech ALL IN ONE - trợ thủ đắc lực cho ngành Bất động sản https://www.facebook.com/VARsConnect
Email ứng tuyển: sayhi@resdii.com
Facebook công ty: https://www.facebook.com/resdii.official
LinkedIn tuyển dụng: https://www.linkedin.com/company/resdii-career",[]
